VehicleNumber,Lines,Brigade,Time,Lon,Lat
1000,219,1,2024-02-19 10:48:13,21.104645,52.221811
1001,219,3,2024-02-19 10:48:15,21.103521,52.2221476
1002,213,1,2024-02-19 02:57:59,21.116943,52.234666
1003,219,2,2024-02-19 10:48:24,21.1878606,52.1839528
1004,213,3,2024-02-19 10:48:15,21.101763,52.2235
1005,213,4,2024-02-19 10:48:21,21.1022563,52.2228475
1006,119,3,2024-02-19 10:48:08,21.113871,52.234589
1007,213,1,2024-02-19 10:48:17,21.1887211,52.1499306
10071,L-8,1,2024-02-19 10:48:18,21.0445095,52.3961075
10072,L31,1,2024-02-19 10:48:21,21.0346498,52.4202738
10073,L49,1,2024-02-19 10:48:21,20.8910131,52.4030306
10074,L24,696,2024-02-19 10:48:18,21.0294728,52.075158
10075,L-8,02,2024-02-19 10:48:21,20.978228,52.4070736
1008,311,502,2024-02-19 10:48:21,21.1026366,52.2223748
1009,213,2,2024-02-19 10:48:18,21.2048801,52.1828675
1010,311,501,2024-02-19 10:48:18,21.074598,52.2480441
1011,213,2,2024-02-14 18:50:46,21.114953,52.234814
1012,213,5,2024-02-19 10:48:22,21.1784023,52.1842851
1013,196,03,2024-02-19 09:50:04,21.115078,52.234633
1014,311,503,2024-02-19 10:48:18,21.0792676,52.2413078
1020,339,01,2024-02-19 10:11:08,20.99515,52.188416
1021,192,1,2024-02-19 10:48:21,21.0172057,52.160799
1022,107,3,2024-02-19 10:48:21,21.044876,52.221302
1023,208,06,2024-02-19 10:28:29,20.9951234,52.1884772
1024,192,5,2024-02-19 10:48:19,21.050215,52.14473
1025,107,9,2024-02-19 10:48:21,20.9793767,52.2445284
1026,263,06,2024-02-19 10:48:22,20.995846,52.188023
1027,339,02,2024-02-19 10:19:34,20.9969746,52.1869872
1028,208,04,2024-02-19 09:40:16,20.996412,52.186035
1029,163,01,2024-02-19 09:24:16,20.996223,52.186935
1030,107,7,2024-02-19 10:48:19,21.045481,52.21888
1031,208,05,2024-02-19 10:48:21,20.9973246,52.185745
1032,164,05,2024-02-19 09:54:35,20.995199,52.188313
1033,163,03,2024-02-19 10:48:20,20.996168,52.186508
1034,192,2,2024-02-19 10:48:21,20.9970692,52.1871777
1035,108,399,2024-02-19 09:19:00,21.02605,52.178631
1036,192,06,2024-02-19 09:47:59,20.9951784,52.1882579
1037,208,03,2024-02-19 10:48:18,20.995581,52.188076
1038,164,04,2024-02-19 10:07:53,20.9979079,52.1864055
1039,200,1,2024-02-19 10:48:20,21.090124,52.155186
1040,204,04,2024-02-19 09:51:28,21.045258,52.264473
1041,107,2,2024-02-15 07:45:40,21.046568,52.263918
1042,204,05,2024-02-19 09:26:59,21.045004,52.264573
1043,204,03,2024-02-19 08:59:30,21.04548,52.264454
1044,107,2,2024-02-19 10:48:10,21.00387,52.24216
1045,107,4,2024-02-19 10:48:18,21.0506217,52.1969767
1046,107,8,2024-02-19 10:48:07,21.0081767,52.235555
1048,204,04,2024-02-19 08:29:52,21.047814,52.264215
1049,212,1,2024-02-19 08:52:19,21.046661,52.264023
1050,208,591,2024-02-19 10:48:21,20.9672333,52.202115
1051,228,1,2024-02-19 10:48:05,20.979206,52.184181
1052,228,2,2024-02-19 10:48:19,20.9157933,52.210285
1053,191,591,2024-02-19 07:16:58,20.921379,52.196853
1054,228,3,2024-02-19 10:48:18,20.897984,52.202768
1055,207,1,2024-02-19 10:48:13,20.893036,52.200348
1056,207,4,2024-02-13 08:52:19,20.918528,52.196728
1057,208,591,2024-02-19 06:12:41,20.9222283,52.1962317
1058,207,3,2024-02-13 07:31:20,20.919635,52.1969033
1059,208,2,2024-02-19 10:48:15,20.9755683,52.2102733
1060,192,3,2024-02-19 10:48:20,21.0607375,52.1412289
1061,192,2,2024-02-19 10:48:19,21.018541,52.152939
1062,263,4,2024-02-19 10:48:21,21.0485504,52.1508192
1063,107,1,2024-02-19 10:48:22,20.9791862,52.2444869
1064,339,03,2024-02-19 10:48:22,20.9958369,52.1862026
1065,108,5,2024-02-19 10:48:21,21.023844,52.179787
1066,108,3,2024-02-19 10:48:22,21.047276,52.212341
1067,209,776,2024-02-19 10:48:20,20.995548,52.188206
1068,163,02,2024-02-19 10:48:21,20.9966664,52.18774
1069,107,6,2024-02-19 10:48:22,21.0605889,52.192778
1070,108,2,2024-02-19 10:48:19,21.0234399,52.2284029
1071,108,1,2024-02-19 10:48:22,21.0476647,52.2116271
1072,108,4,2024-02-19 10:48:21,21.0587382,52.1835779
1073,239,777,2024-02-19 10:08:49,20.9973991,52.1875382
1074,200,2,2024-02-19 10:48:22,21.042053,52.17585
1075,108,5,2024-02-19 05:21:38,20.9952115,52.1883152
1076,218,2,2024-02-19 10:26:52,20.99799,52.186405
1077,192,M3,2024-02-19 05:44:53,20.995195,52.18824
1078,192,4,2024-02-19 10:48:22,21.068457,52.129246
1079,108,3,2024-02-19 08:56:07,20.9970122,52.1878694
1101,170,3,2024-02-19 10:48:14,21.0748183,52.2685316
1102,118,1,2024-02-19 10:48:19,21.0331093,52.2350766
1106,170,2,2024-02-19 10:48:13,21.0795616,52.2705205
1109,303,1,2024-02-19 10:48:19,20.9157216,52.3113073
1110,123,3,2024-02-19 10:48:14,21.0512391,52.2525896
1112,117,06,2024-02-19 10:48:17,21.004991,52.2299253
1115,338,02,2024-02-19 09:45:06,21.044893,52.264654
1117,126,3,2024-02-19 10:48:25,20.9527646,52.3173488
1118,197,010,2024-02-19 10:48:19,21.0446626,52.2647513
1119,169,5,2024-02-19 10:47:46,21.051676,52.252883
11201,L27,1,2024-02-19 10:47:29,21.1525738,52.3108685
11202,L27,2,2024-02-19 10:47:23,21.1694178,52.3594333
1200,166,6,2024-02-19 08:32:40,20.9970032,52.1878902
1201,263,5,2024-02-19 10:48:22,21.046553,52.150326
1202,739,07,2024-02-19 10:48:21,20.995838,52.186481
1203,166,661,2024-02-19 10:48:21,21.0682519,52.1293196
1204,106,6,2024-02-19 10:48:20,21.0040482,52.2374811
1205,118,4,2024-02-19 10:48:22,21.0309796,52.2363581
