VehicleNumber,Lines,Brigade,Time,Lon,Lat
1000,219,1,2024-02-19 09:51:34,21.122528,52.2149848
1001,219,3,2024-02-19 09:51:31,21.187903,52.1839145
1002,213,1,2024-02-19 02:57:59,21.116943,52.234666
1003,219,2,2024-02-19 09:51:37,21.102476,52.222729
1004,213,3,2024-02-19 09:51:26,21.176513,52.184573
1005,213,4,2024-02-19 09:51:41,21.1887453,52.1498705
1006,119,3,2024-02-19 07:03:08,21.114108,52.234278
1007,213,1,2024-02-19 09:51:38,21.092688,52.2253011
10071,L-8,1,2024-02-19 09:51:35,20.9344398,52.3975391
10072,L31,1,2024-02-19 09:51:34,21.1840656,52.4193091
10073,L49,1,2024-02-19 09:51:36,20.8851345,52.4098863
10074,L24,696,2024-02-19 09:51:37,21.0202763,52.0659396
10075,L-8,02,2024-02-19 09:51:38,21.0836071,52.4234593
1008,311,502,2024-02-19 09:51:33,21.073333,52.254556
1009,213,2,2024-02-19 09:51:29,21.102335,52.222794
1010,311,501,2024-02-19 09:51:33,21.08517,52.2385551
1011,213,2,2024-02-14 18:50:46,21.114953,52.234814
1012,213,5,2024-02-19 09:51:38,21.2021983,52.1830183
1013,196,03,2024-02-19 09:50:04,21.115078,52.234633
1014,311,503,2024-02-19 09:51:41,21.1029493,52.2223778
1020,339,01,2024-02-19 09:51:34,20.996935,52.188938
1021,192,1,2024-02-19 09:51:39,21.068558,52.129211
1022,107,3,2024-02-19 09:51:35,21.047941,52.208492
1023,208,06,2024-02-19 09:51:34,20.9442629,52.2038197
1024,192,5,2024-02-19 09:51:38,21.0548494,52.1470606
1025,107,9,2024-02-19 09:51:33,21.0433836,52.2021614
1026,263,06,2024-02-19 09:51:36,21.060796,52.1497162
1027,339,02,2024-02-19 09:51:39,20.9966207,52.1869114
1028,208,04,2024-02-19 09:40:16,20.996412,52.186035
1029,163,01,2024-02-19 09:24:16,20.996223,52.186935
1030,107,7,2024-02-19 09:51:38,21.018406,52.226841
1031,208,05,2024-02-19 09:51:38,20.9752369,52.2116897
1032,164,05,2024-02-19 09:51:37,20.995205,52.18829
1033,163,03,2024-02-19 09:51:35,20.997747,52.187218
1034,192,2,2024-02-19 07:06:44,20.9971427,52.1860021
1035,108,399,2024-02-19 09:19:00,21.02605,52.178631
1036,192,06,2024-02-19 09:47:59,20.9951784,52.1882579
1037,208,03,2024-02-19 09:51:35,20.9715542,52.2051602
1038,164,04,2024-02-19 09:51:38,20.997952,52.186398
1039,200,1,2024-02-19 09:51:25,21.002941,52.229993
1040,204,04,2024-02-19 09:51:28,21.045258,52.264473
1041,107,2,2024-02-15 07:45:40,21.046568,52.263918
1042,204,05,2024-02-19 09:26:59,21.045004,52.264573
1043,204,03,2024-02-19 08:59:30,21.04548,52.264454
1044,107,2,2024-02-19 09:51:29,21.0576767,52.1929717
1045,107,4,2024-02-19 09:51:36,21.0174533,52.2287433
1046,107,8,2024-02-19 09:51:29,21.03614,52.222005
1048,204,04,2024-02-19 08:29:52,21.047814,52.264215
1049,212,1,2024-02-19 08:52:19,21.046661,52.264023
1050,208,591,2024-02-19 09:51:27,20.9579367,52.2018333
1051,228,1,2024-02-19 09:51:22,20.896184,52.200924
1052,228,2,2024-02-19 09:51:39,20.9808083,52.1889983
1053,191,591,2024-02-19 07:16:58,20.921379,52.196853
1054,228,3,2024-02-19 09:51:35,20.926176,52.214096
1055,207,1,2024-02-19 09:51:29,20.88388,52.193986
1056,207,4,2024-02-13 08:52:19,20.918528,52.196728
1057,208,591,2024-02-19 06:12:41,20.9222283,52.1962317
1058,207,3,2024-02-13 07:31:20,20.919635,52.1969033
1059,208,2,2024-02-19 09:51:24,20.9755967,52.210255
1060,192,3,2024-02-19 09:51:36,21.021257,52.152103
1061,192,2,2024-02-19 09:51:37,21.059881,52.140556
1062,263,4,2024-02-19 09:51:37,21.0480524,52.1509762
1063,107,1,2024-02-19 09:51:35,21.085157,52.193348
1064,339,03,2024-02-19 09:51:39,21.024454,52.185688
1065,108,5,2024-02-19 09:51:36,21.023487,52.228451
1066,108,3,2024-02-19 09:51:35,21.05077,52.178574
1067,209,776,2024-02-19 09:51:37,21.017902,52.143188
1068,163,02,2024-02-19 09:51:37,20.995598,52.186138
1069,107,6,2024-02-19 09:51:38,20.9793542,52.2445162
1070,108,2,2024-02-19 09:51:36,21.0241597,52.1796367
1071,108,1,2024-02-19 09:51:38,21.064711,52.185871
1072,108,4,2024-02-19 09:51:35,21.058779,52.212917
1073,239,777,2024-02-19 09:51:37,20.99741,52.187515
1074,200,2,2024-02-19 09:51:37,21.075283,52.078178
1075,108,5,2024-02-19 05:21:38,20.9952115,52.1883152
1076,218,2,2024-02-19 01:07:38,20.9974542,52.1861824
1077,192,M3,2024-02-19 05:44:53,20.995195,52.18824
1078,192,4,2024-02-19 09:51:35,21.017824,52.165817
1079,108,3,2024-02-19 08:56:07,20.9970122,52.1878694
1101,170,3,2024-02-19 09:51:35,21.0583496,52.2630835
1102,118,1,2024-02-19 09:51:36,21.03017,52.239832
1106,170,2,2024-02-19 09:51:33,21.021939,52.2623963
1109,303,1,2024-02-19 09:51:34,20.9860326,52.2684275
1110,123,3,2024-02-19 09:51:30,21.0839453,52.2462435
1112,117,06,2024-02-19 09:51:34,21.0842388,52.223602
1115,338,02,2024-02-19 09:45:06,21.044893,52.264654
1117,126,3,2024-02-19 09:51:34,21.0559685,52.3018098
1118,197,010,2024-02-19 09:51:34,20.9306521,52.2566266
1119,169,5,2024-02-19 09:51:23,21.041926,52.300143
11201,L27,1,2024-02-19 09:51:28,21.1993816,52.3485456
11202,L27,2,2024-02-19 09:50:29,21.1512978,52.3107135
1200,166,6,2024-02-19 08:32:40,20.9970032,52.1878902
1201,263,5,2024-02-19 09:51:39,21.049072,52.178284
1202,739,07,2024-02-19 09:51:37,21.02314,52.181492
1203,166,661,2024-02-19 09:51:34,21.025305,52.218903
1204,106,6,2024-02-19 09:51:39,20.9650689,52.2476236
1205,118,4,2024-02-19 09:51:36,21.0295774,52.2301967
1206,218,5,2024-02-19 09:51:39,21.024742,52.190819
1207,218,2,2024-02-19 09:51:33,21.0197705,52.1800349
1208,263,1,2024-02-19 09:51:35,21.0988105,52.1849375
1209,218,3,2024-02-19 09:51:35,21.0239482,52.1798921
1211,263,3,2024-02-19 09:51:38,21.1081756,52.1740205
1212,106,7,2024-02-19 09:51:38,20.965147,52.247803
1213,106,4,2024-02-19 09:51:35,21.027849,52.238747
1214,106,5,2024-02-18 23:53:53,20.995724,52.188412
1216,139,62,2024-02-19 09:51:38,21.0239685,52.1796625
1217,251,65,2024-02-19 09:51:39,21.1232242,52.0895315
1218,166,6,2024-02-19 09:51:35,21.073936,52.132812
1219,106,1,2024-02-19 09:51:34,20.965485,52.238132
1220,106,2,2024-02-19 09:51:38,20.977959,52.232697
1221,139,64,2024-02-19 09:51:35,21.049747,52.173977
1222,263,2,2024-02-19 09:51:38,21.0338571,52.1484336
1223,218,1,2024-02-19 09:51:36,20.995642,52.188843
1224,319,08,2024-02-19 08:15:50,20.997934,52.186249
1400,123,09,2024-02-19 09:01:35,21.04595,52.2644196
1401,178,012,2024-02-19 07:57:39,21.0473385,52.264122
1411,319,02,2024-02-19 06:58:49,21.115424,52.234766
1412,115,6,2024-02-19 09:51:34,21.193655,52.179749
