VehicleNumber,Lines,Brigade,Time,Lon,Lat
1000,219,1,2024-02-19 14:18:11,21.107158,52.220443
1001,219,3,2024-02-19 14:18:21,21.1879075,52.1839473
1002,225,04,2024-02-19 14:18:18,21.1121316,52.2541085
1003,219,2,2024-02-19 14:18:18,21.1068531,52.2210598
1004,213,3,2024-02-19 14:18:23,21.188845,52.149875
1005,213,4,2024-02-19 14:18:22,21.1873171,52.1840168
1006,119,3,2024-02-19 13:51:22,21.114394,52.23485
1007,213,1,2024-02-19 14:18:17,21.10266,52.222686
10071,L-8,1,2024-02-19 14:18:21,21.0055135,52.3936926
10072,L31,1,2024-02-19 14:18:22,21.0346818,52.4202191
10073,L49,1,2024-02-19 14:18:21,20.9444828,52.3494076
10074,L24,696,2024-02-19 14:18:24,21.0234491,52.075088
10075,L-8,02,2024-02-19 14:18:20,21.0401233,52.3775208
1008,225,502,2024-02-19 14:18:22,21.1339283,52.2403901
1009,213,2,2024-02-19 14:18:20,21.219709,52.18226
1010,225,501,2024-02-19 14:18:25,21.167944,52.2765223
1011,213,2,2024-02-14 18:50:46,21.114953,52.234814
1012,213,5,2024-02-19 14:18:21,21.1018583,52.2233816
1013,196,03,2024-02-19 14:18:24,21.1773296,52.2568975
1014,225,503,2024-02-19 14:18:24,21.102285,52.222793
1020,339,02,2024-02-19 14:18:25,21.0383467,52.1538332
1021,192,1,2024-02-19 14:18:24,21.041621,52.1553157
1022,107,3,2024-02-19 14:18:19,21.033979,52.222031
1023,239,777,2024-02-19 14:18:24,21.004578,52.171936
1024,192,5,2024-02-19 14:18:24,21.074308,52.132877
1025,107,9,2024-02-19 14:18:25,21.0516959,52.1979354
1026,809,776,2024-02-19 14:18:23,20.9980141,52.1861627
1027,339,02,2024-02-19 11:29:18,20.9979427,52.1863401
1028,208,04,2024-02-19 13:07:16,20.997984,52.186363
1029,208,05,2024-02-19 14:18:23,20.975597,52.211308
1030,107,7,2024-02-19 14:18:24,21.011036,52.231483
1031,208,06,2024-02-19 14:18:25,20.957947,52.201862
1032,163,03,2024-02-19 14:18:25,21.062998,52.186234
1033,163,02,2024-02-19 14:18:25,21.083887,52.167637
1034,192,2,2024-02-19 13:09:19,20.997934,52.186306
1035,108,399,2024-02-19 09:19:00,21.02605,52.178631
1036,263,06,2024-02-19 14:18:24,21.061756,52.1503374
1037,208,04,2024-02-19 14:18:21,20.99564,52.188484
1038,208,03,2024-02-19 14:18:21,20.9957575,52.1865172
1039,200,1,2024-02-19 14:18:24,21.113976,52.07975
1040,204,04,2024-02-19 14:18:24,21.0542333,52.3247667
1041,107,2,2024-02-15 07:45:40,21.046568,52.263918
1042,204,03,2024-02-19 14:18:08,21.071261,52.322531
1043,204,05,2024-02-19 14:18:24,21.034785,52.317685
1044,107,2,2024-02-19 14:18:21,21.0644667,52.1922867
1045,107,4,2024-02-19 14:18:10,21.0062917,52.238405
1046,107,8,2024-02-19 14:18:20,21.04702,52.2130133
1048,204,04,2024-02-19 14:15:37,21.0482041,52.2641635
1049,204,06,2024-02-19 14:18:10,21.031075,52.293533
1050,208,591,2024-02-19 14:18:19,20.9451467,52.2033383
1051,228,1,2024-02-19 14:18:16,20.920421,52.210806
1052,228,2,2024-02-19 14:18:11,20.9809883,52.1896167
1053,191,591,2024-02-19 07:16:58,20.921379,52.196853
1054,228,3,2024-02-19 14:18:09,20.896029,52.202183
1055,207,1,2024-02-19 14:18:06,20.870255,52.183709
1056,207,4,2024-02-13 08:52:19,20.918528,52.196728
1057,208,591,2024-02-19 10:59:50,20.9222283,52.1962317
1058,207,3,2024-02-13 07:31:20,20.919635,52.1969033
1059,208,2,2024-02-19 14:18:19,20.9604183,52.2158667
1060,192,3,2024-02-19 14:18:19,21.038055,52.146114
1061,192,2,2024-02-19 14:18:22,21.023737,52.180019
1062,263,4,2024-02-19 14:18:24,21.0522739,52.1501834
1063,107,1,2024-02-19 14:18:25,21.082922,52.190495
1064,192,06,2024-02-19 14:18:20,21.024324,52.179886
1065,108,5,2024-02-19 14:18:22,21.087898,52.194973
1066,108,3,2024-02-19 14:18:23,21.027224,52.178429
1067,209,776,2024-02-19 10:49:23,20.995516,52.188202
1068,163,02,2024-02-19 11:35:09,20.99666,52.187725
1069,107,6,2024-02-19 14:18:25,20.9896319,52.244144
1070,108,2,2024-02-19 14:18:25,21.078394,52.183113
1071,108,1,2024-02-19 14:18:24,21.034445,52.22551
1072,108,4,2024-02-19 14:18:19,21.056816,52.182434
1073,339,01,2024-02-19 14:18:25,20.997484,52.187477
1074,200,2,2024-02-19 14:18:16,21.004919,52.217632
1075,163,01,2024-02-19 14:18:25,21.056942,52.182499
1076,218,2,2024-02-19 10:26:52,20.99799,52.186405
1077,192,M3,2024-02-19 05:44:53,20.995195,52.18824
1078,192,4,2024-02-19 14:18:25,21.068489,52.129223
1079,208,04,2024-02-19 14:18:24,20.984917,52.192875
1101,170,3,2024-02-19 14:18:17,21.0218635,52.2624926
1102,118,1,2024-02-19 14:18:24,21.015841,52.2222951
1106,170,2,2024-02-19 14:18:21,21.0522451,52.2589421
1109,303,1,2024-02-19 14:18:24,20.9859553,52.2684636
1110,123,3,2024-02-19 14:18:23,21.0468328,52.264808
1112,338,03,2024-02-19 14:18:16,21.0278908,52.2598241
1115,170,05,2024-02-19 14:18:20,21.0807751,52.2775865
1117,126,3,2024-02-19 14:18:10,21.006168,52.314831
1118,338,04,2024-02-19 14:18:19,21.0321038,52.257817
1119,169,5,2024-02-19 14:18:19,21.037388,52.261866
11201,L27,1,2024-02-19 14:17:31,21.1742113,52.3145841
11202,L27,2,2024-02-19 14:17:27,21.2042503,52.3391308
1200,319,01,2024-02-19 14:18:21,20.997049,52.187847
1201,263,5,2024-02-19 14:18:25,21.0490982,52.1783112
1202,739,07,2024-02-19 12:09:09,20.997442,52.187305
1203,166,661,2024-02-19 14:18:25,21.026913,52.2299
1204,106,6,2024-02-19 14:18:24,21.0230272,52.245326
1205,118,4,2024-02-19 14:18:21,21.0154992,52.2192824
1206,218,5,2024-02-19 14:18:25,21.0242959,52.1797957
1207,218,2,2024-02-19 14:18:21,20.993933,52.188858
1208,263,1,2024-02-19 14:18:21,21.107336,52.174969
1209,218,3,2024-02-19 14:18:22,21.0247605,52.1908239
1211,263,3,2024-02-19 14:18:25,21.0959909,52.1869092
