VehicleNumber,Lines,Brigade,Time,Lon,Lat
1000,219,1,2024-02-19 10:33:51,21.165916,52.194816
1001,219,3,2024-02-19 10:34:05,21.102279,52.222826
1002,213,1,2024-02-19 02:57:59,21.116943,52.234666
1003,219,2,2024-02-19 10:34:09,21.1507303,52.1907511
1004,213,3,2024-02-19 10:34:08,21.102403,52.222748
1005,213,4,2024-02-19 10:34:04,21.098191,52.217133
1006,119,3,2024-02-19 07:03:08,21.114108,52.234278
1007,213,1,2024-02-19 10:34:09,21.2128208,52.1611424
10071,L-8,1,2024-02-19 10:34:11,21.0199585,52.3822135
10072,L31,1,2024-02-19 10:34:11,21.0346536,52.4203
10073,L49,1,2024-02-19 10:34:08,20.9386686,52.3697875
10074,L24,696,2024-02-19 10:34:07,21.0294781,52.0751701
10075,L-8,02,2024-02-19 10:34:07,21.0425791,52.3969421
1008,311,502,2024-02-19 10:34:10,21.09226,52.2216766
1009,213,2,2024-02-19 10:34:10,21.1438298,52.2140848
1010,311,501,2024-02-19 10:34:08,21.0922403,52.2313315
1011,213,2,2024-02-14 18:50:46,21.114953,52.234814
1012,213,5,2024-02-19 10:34:12,21.2210883,52.1622468
1013,196,03,2024-02-19 09:50:04,21.115078,52.234633
1014,311,503,2024-02-19 10:34:12,21.0733873,52.2545083
1020,339,01,2024-02-19 10:11:08,20.99515,52.188416
1021,192,1,2024-02-19 10:34:11,21.0220369,52.1786819
1022,107,3,2024-02-19 10:34:07,21.051018,52.197346
1023,208,06,2024-02-19 10:28:29,20.9951234,52.1884772
1024,192,5,2024-02-19 10:34:10,21.031919,52.149693
1025,107,9,2024-02-19 10:34:10,20.9791697,52.2445174
1026,263,06,2024-02-19 10:34:11,21.0023309,52.1831456
1027,339,02,2024-02-19 10:19:34,20.9969746,52.1869872
1028,208,04,2024-02-19 09:40:16,20.996412,52.186035
1029,163,01,2024-02-19 09:24:16,20.996223,52.186935
1030,107,7,2024-02-19 10:34:05,21.007896,52.236069
1031,208,05,2024-02-19 10:34:11,20.996019,52.188019
1032,164,05,2024-02-19 09:54:35,20.995199,52.188313
