VehicleNumber,Lines,Brigade,Time,Lon,Lat
1000,219,1,2024-02-19 18:06:10,21.169976,52.195506
1001,219,3,2024-02-19 18:06:19,21.1023905,52.2227368
1002,225,04,2024-02-19 18:05:48,21.1158803,52.2345546
1003,219,2,2024-02-19 18:06:19,21.1510885,52.1909476
1004,213,3,2024-02-19 18:06:21,21.102254,52.222761
1005,213,4,2024-02-19 18:06:18,21.1324058,52.2142746
1006,119,3,2024-02-19 18:06:07,21.114211,52.234678
1007,213,1,2024-02-19 18:06:23,21.2175208,52.1586336
10071,L-8,1,2024-02-19 18:06:25,21.1024831,52.4098645
10072,L31,1,2024-02-19 18:06:23,21.1838946,52.4194375
10073,L49,1,2024-02-19 18:06:24,20.897964,52.3941438
10074,L24,696,2024-02-19 18:06:20,21.0328321,52.0653751
10075,L-8,02,2024-02-19 18:06:21,20.9586156,52.4114318
1008,311,502,2024-02-19 18:06:20,21.0953561,52.2304518
1009,213,2,2024-02-19 18:06:23,21.133753,52.2142586
1010,225,501,2024-02-19 18:06:17,21.1617446,52.2592183
1011,213,2,2024-02-14 18:50:46,21.114953,52.234814
1012,213,5,2024-02-19 18:06:20,21.21143,52.1608916
1013,196,03,2024-02-19 18:06:25,21.17829,52.2609908
1014,225,503,2024-02-19 17:55:24,21.1158,52.234586
1020,339,02,2024-02-19 18:06:20,21.067846,52.129829
1021,192,1,2024-02-19 18:06:24,21.0663307,52.1312246
1022,107,3,2024-02-19 18:06:20,20.979372,52.244507
1023,809,777,2024-02-19 18:06:25,20.9946372,52.1258916
1024,192,5,2024-02-19 18:06:23,21.060574,52.136955
1025,107,9,2024-02-19 18:06:25,21.0481224,52.2079454
1026,815,776,2024-02-19 18:06:22,20.959595,52.126377
1027,339,02,2024-02-19 11:29:18,20.9979427,52.1863401
1028,339,03,2024-02-19 18:06:25,21.0426214,52.1754387
1029,208,05,2024-02-19 18:06:24,20.97562,52.210323
1030,107,7,2024-02-19 18:06:23,21.085161,52.193275
1031,208,06,2024-02-19 18:06:17,20.964655,52.201683
1032,163,03,2024-02-19 18:06:23,21.082235,52.184433
1033,163,02,2024-02-19 18:06:20,21.049015,52.178299
1034,192,2,2024-02-19 13:09:19,20.997934,52.186306
1035,108,399,2024-02-19 17:27:19,21.024509,52.177578
1036,263,06,2024-02-19 18:06:13,21.03386,52.148378
1037,208,04,2024-02-19 14:27:48,20.995644,52.188469
1038,208,03,2024-02-19 18:06:25,20.975597,52.21027
1039,200,1,2024-02-19 18:06:24,21.007761,52.209106
1040,204,04,2024-02-19 18:06:20,21.031091,52.293468
1041,107,2,2024-02-15 07:45:40,21.046568,52.263918
1042,204,03,2024-02-19 18:06:22,21.045228,52.262063
1043,204,05,2024-02-19 18:06:24,21.0682317,52.32387
1044,107,2,2024-02-19 18:06:19,20.987666,52.243504
1045,107,4,2024-02-19 18:06:12,21.0184367,52.2269033
1046,107,8,2024-02-19 18:06:17,21.0584033,52.1930233
1048,204,04,2024-02-19 15:44:09,21.04836,52.2641255
1049,204,06,2024-02-19 18:06:05,21.029953,52.310971
1050,208,591,2024-02-19 18:06:10,20.968936,52.20221
1051,228,1,2024-02-19 18:06:13,20.923891,52.213841
1052,228,2,2024-02-19 18:06:18,20.9250533,52.2081183
1053,191,591,2024-02-19 07:16:58,20.921379,52.196853
1054,228,3,2024-02-19 18:06:22,20.966214,52.199343
1055,207,1,2024-02-19 18:06:20,20.896291,52.200695
1056,207,4,2024-02-13 08:52:19,20.918528,52.196728
1057,208,591,2024-02-19 16:56:44,20.921473,52.196635
1058,207,3,2024-02-13 07:31:20,20.919635,52.1969033
1059,208,2,2024-02-19 18:06:20,20.9479483,52.2089166
1060,192,3,2024-02-19 18:06:21,21.024328,52.179878
1061,192,2,2024-02-19 18:06:25,21.041283,52.155209
1062,263,4,2024-02-19 18:06:18,21.106169,52.161724
1063,107,1,2024-02-19 18:06:21,21.017475,52.228588
1064,192,06,2024-02-19 18:06:20,21.058538,52.143127
1065,108,5,2024-02-19 18:06:24,21.046915,52.21283
1066,108,3,2024-02-19 18:06:24,21.023458,52.179794
1067,209,776,2024-02-19 10:49:23,20.995516,52.188202
1068,163,02,2024-02-19 11:35:09,20.99666,52.187725
1069,107,6,2024-02-19 18:06:25,21.046465,52.198784
1070,108,2,2024-02-19 18:06:14,21.044434,52.175232
1071,108,1,2024-02-19 18:06:24,21.082615,52.189243
1072,108,4,2024-02-19 18:06:23,21.069763,52.181461
1073,339,01,2024-02-19 18:06:19,21.093309,52.147568
1074,200,2,2024-02-19 18:06:21,21.097078,52.122952
1075,163,01,2024-02-19 18:06:21,21.099258,52.161331
1076,164,05,2024-02-19 18:06:23,21.0838349,52.1682642
1077,164,04,2024-02-19 18:06:24,21.1381957,52.1457622
1078,192,4,2024-02-19 18:06:21,21.042349,52.141552
1079,208,04,2024-02-19 18:06:20,20.951284,52.202633
1101,170,3,2024-02-19 18:06:20,21.0807756,52.2774896
1102,118,1,2024-02-19 18:06:19,21.015613,52.220889
1106,170,2,2024-02-19 18:06:15,21.0599436,52.2626535
1109,303,1,2024-02-19 18:06:08,20.940501,52.301279
1110,123,3,2024-02-19 16:38:04,21.0483463,52.2642493
1112,338,03,2024-02-19 18:06:18,21.0481188,52.2635423
1115,170,05,2024-02-19 18:06:20,21.032054,52.260352
1117,126,3,2024-02-19 18:06:21,21.042918,52.2924573
1118,338,04,2024-02-19 18:06:20,21.0332121,52.2583275
1119,169,5,2024-02-19 18:06:11,21.041861,52.300119
11201,L27,1,2024-02-19 18:05:34,21.2068916,52.3393913
11202,L27,2,2024-02-19 18:05:32,21.1513751,52.3107181
1200,319,01,2024-02-19 18:06:19,21.173647,52.198689
1201,263,5,2024-02-19 18:06:21,21.098454,52.185204
1202,119,06,2024-02-19 18:06:23,21.010267,52.208012
1203,166,661,2024-02-19 18:06:24,21.034632,52.255657
1204,106,6,2024-02-19 18:06:23,20.967287,52.244926
1205,118,4,2024-02-19 18:06:22,21.028698,52.238003
1206,218,5,2024-02-19 18:06:23,21.0177994,52.1800159
1207,218,2,2024-02-19 18:06:23,21.007708,52.189037
1208,263,1,2024-02-19 18:06:24,21.056797,52.148125
1209,218,3,2024-02-19 18:06:24,20.993675,52.188686
1211,263,3,2024-02-19 18:06:22,21.054945,52.181068
1212,106,7,2024-02-19 18:06:24,20.9651499,52.2477162
1213,106,4,2024-02-19 18:06:24,21.015816,52.240707
1214,106,5,2024-02-19 18:06:24,20.9973052,52.1878144
1216,251,62,2024-02-19 18:06:25,21.0239825,52.1795637
1217,139,65,2024-02-19 18:06:24,21.11064,52.105324
1218,166,6,2024-02-19 17:09:58,20.997972,52.186153
1219,106,1,2024-02-19 18:06:25,20.965645,52.238876
1220,106,2,2024-02-19 18:06:24,20.969883,52.2314
1221,251,64,2024-02-19 18:06:21,21.05794,52.172123
1222,263,2,2024-02-19 18:06:19,21.108955,52.164581
1223,218,1,2024-02-19 18:06:23,20.98863,52.184929
1224,739,014,2024-02-19 18:06:20,21.017996,52.153786
1400,123,3,2024-02-19 18:06:17,21.084552,52.246077
1401,178,012,2024-02-19 18:06:20,21.0477783,52.2641261
1411,319,02,2024-02-19 14:55:38,21.115343,52.23474
1412,115,6,2024-02-19 18:06:21,21.218014,52.158085
1413,183,6,2024-02-19 18:06:21,21.125652,52.234814
1414,183,4,2024-02-19 18:06:20,21.174271,52.250336
1415,147,2,2024-02-19 18:06:22,21.182915,52.206837
1416,173,5,2024-02-19 18:06:24,21.100628,52.242546
1417,319,05,2024-02-19 18:06:22,21.074881,52.156048
1418,730,52,2024-02-19 18:06:24,21.293022,52.175915
1419,119,2,2024-02-19 18:06:19,21.0394,52.20256
1420,147,1,2024-02-19 18:06:20,21.22369,52.217724
1421,142,06,2024-02-19 18:06:23,21.135487,52.197388
1422,702,215,2024-02-19 15:39:47,21.115339,52.234817
1424,117,4,2024-02-19 18:06:23,21.034952,52.234783
1425,720,62,2024-02-19 13:43:47,21.114135,52.233623
1426,183,07,2024-02-19 18:06:21,21.191767,52.238777
1427,146,2,2024-02-19 18:06:10,21.05201,52.247681
1428,153,2,2024-02-19 18:06:23,21.177105,52.256878
1429,119,1,2024-02-19 18:06:25,21.088385,52.211674
1430,117,3,2024-02-19 13:26:27,21.1157972,52.2332934
1500,166,09,2024-02-19 18:06:18,21.0319733,52.2054135
1501,240,2,2024-02-19 18:06:18,21.1115715,52.3307998
1502,106,08,2024-02-19 18:06:17,21.0130748,52.2402888
1505,126,1,2024-02-19 18:06:21,20.9771061,52.3135868
1506,170,06,2024-02-19 18:06:16,21.0916221,52.2729955
1508,126,4,2024-02-19 18:06:21,21.0493243,52.2919235
1509,221,1,2024-02-19 18:06:24,20.9941503,52.2595181
1513,118,05,2024-02-19 18:06:20,21.0156948,52.2185843
1519,156,4,2024-02-19 18:06:21,21.0638036,52.2725425
1520,115,4,2024-02-19 18:06:04,21.164208,52.218051
1521,319,04,2024-02-19 16:36:43,21.117223,52.232973
1522,142,08,2024-02-19 18:06:22,21.086501,52.244763
1523,115,2,2024-02-19 18:06:19,21.170271,52.277038
1524,153,04,2024-02-19 14:41:01,21.116075,52.234285
1525,153,1,2024-02-19 18:06:22,21.172273,52.285531
1526,183,1,2024-02-19 18:06:17,21.087088,52.244616
1527,119,4,2024-02-19 18:06:17,21.113246,52.204848
1528,147,5,2024-02-19 18:06:23,21.0917967,52.2253167
1529,702,2,2024-02-19 18:06:16,21.1740767,52.15834
1530,173,4,2024-02-19 18:06:16,21.136218,52.241291
1532,319,03,2024-02-19 18:06:12,21.1660617,52.2042567
1533,319,07,2024-02-19 14:41:39,20.995149,52.188361
1534,251,61,2024-02-19 18:06:14,21.10333,52.11903
1535,218,4,2024-02-19 18:06:21,21.020538,52.179949
1536,169,1,2024-02-19 18:06:24,21.0487,52.2893833
1537,118,2,2024-02-19 18:06:16,21.02635,52.229898
1538,123,4,2024-02-19 18:06:18,21.0964633,52.2323933
1539,123,09,2024-02-19 18:06:22,21.0523283,52.2502233
1540,303,3,2024-02-19 18:05:29,21.045681,52.264333
1541,123,07,2024-02-19 15:07:11,21.046739,52.265031
1542,181,2,2024-02-19 18:06:18,20.9525933,52.2801183
1543,126,2,2024-02-19 18:06:19,20.9723217,52.3209083
1544,123,6,2024-02-19 18:06:23,21.062128,52.23067
1545,123,1,2024-02-19 18:06:11,21.094608,52.227383
