VehicleNumber,Lines,Brigade,Time,Lon,Lat
1000,219,1,2024-02-19 09:58:24,21.1655118,52.2048741
1001,219,3,2024-02-19 09:58:21,21.1427573,52.1867606
1002,213,1,2024-02-19 02:57:59,21.116943,52.234666
1003,219,2,2024-02-19 09:58:28,21.1023486,52.2228225
1004,213,3,2024-02-19 09:58:09,21.164728,52.206188
1005,213,4,2024-02-19 09:58:30,21.211356,52.1609228
1006,119,3,2024-02-19 07:03:08,21.114108,52.234278
1007,213,1,2024-02-19 09:58:27,21.1045546,52.2121188
10071,L-8,1,2024-02-19 09:58:27,20.9413053,52.4006628
10072,L31,1,2024-02-19 09:58:24,21.1712245,52.4221371
10073,L49,1,2024-02-19 09:58:25,20.891373,52.4024581
10074,L24,696,2024-02-19 09:58:28,21.0600591,52.0566773
10075,L-8,02,2024-02-19 09:58:24,21.0836235,52.4234346
1008,311,502,2024-02-19 09:58:29,21.0734315,52.2545338
1009,213,2,2024-02-19 09:58:27,21.102219,52.2228488
1010,311,501,2024-02-19 09:58:23,21.0938283,52.2278115
1011,213,2,2024-02-14 18:50:46,21.114953,52.234814
1012,213,5,2024-02-19 09:58:26,21.2207533,52.166556
1013,196,03,2024-02-19 09:50:04,21.115078,52.234633
1014,311,503,2024-02-19 09:58:22,21.083831,52.2264215
1020,339,01,2024-02-19 09:58:24,20.995813,52.187939
1021,192,1,2024-02-19 09:58:28,21.069038,52.128784
1022,107,3,2024-02-19 09:58:27,21.044077,52.202312
1023,208,06,2024-02-19 09:58:27,20.9719585,52.205622
1024,192,5,2024-02-19 09:58:24,21.041283,52.147202
1025,107,9,2024-02-19 09:58:25,21.0482752,52.2070859
1026,263,06,2024-02-19 09:58:28,21.092993,52.1608287
1027,339,02,2024-02-19 09:58:28,20.9969536,52.1874282
1028,208,04,2024-02-19 09:40:16,20.996412,52.186035
1029,163,01,2024-02-19 09:24:16,20.996223,52.186935
1030,107,7,2024-02-19 09:58:23,21.008759,52.235214
1031,208,05,2024-02-19 09:58:23,20.957525,52.215363
1032,164,05,2024-02-19 09:54:35,20.995199,52.188313
1033,163,03,2024-02-19 09:58:19,20.997532,52.186329
1034,192,2,2024-02-19 07:06:44,20.9971427,52.1860021
1035,108,399,2024-02-19 09:19:00,21.02605,52.178631
1036,192,06,2024-02-19 09:47:59,20.9951784,52.1882579
1037,208,03,2024-02-19 09:58:28,20.975264,52.211651
1038,164,04,2024-02-19 09:58:27,20.9979897,52.1864032
